gameId,year,round,date,venue,startTime,attendance,homeTeam,homeTeamScore,awayTeam,awayTeamScore,rainfall
2020R409,2020,R4,28-Jun-2020,Docklands,6:10 PM,0,Hawthorn,58,North Melbourne,54,0.0
2020R501,2020,R5,02-Jul-2020,Docklands,7:40 PM,0,Carlton,55,St Kilda,73,1.2
2020R502,2020,R5,03-Jul-2020,M.C.G.,7:50 PM,0,Collingwood,48,Essendon,63,0.2
2020R503,2020,R5,04-Jul-2020,Carrara,1:45 PM,2238,West Coast,77,Sydney,43,0.8
2020R504,2020,R5,04-Jul-2020,Kardinia Park,4:35 PM,0,Geelong,89,Gold Coast,52,7.2
2020R505,2020,R5,04-Jul-2020,Docklands,7:40 PM,0,Western Bulldogs,87,North Melbourne,38,8.8
2020R506,2020,R5,04-Jul-2020,Gabba,7:40 PM,10161,Brisbane Lions,85,Port Adelaide,48,0.0
2020R507,2020,R5,05-Jul-2020,Carrara,1:05 PM,418,Adelaide,34,Fremantle,54,0.0
2020R508,2020,R5,05-Jul-2020,M.C.G.,3:35 PM,0,Melbourne,52,Richmond,79,5.2
2020R509,2020,R5,05-Jul-2020,Sydney Showground,6:10 PM,5674,Greater Western Sydney,83,Hawthorn,49,0.0
2020R601,2020,R6,09-Jul-2020,S.C.G.,7:40 PM,1311,Geelong,73,Brisbane Lions,46,0.2
2020R602,2020,R6,10-Jul-2020,Sydney Showground,7:50 PM,1772,Collingwood,59,Hawthorn,27,0.2
2020R603,2020,R6,11-Jul-2020,Carrara,12:35 PM,638,Fremantle,79,St Kilda,73,0.8
2020R604,2020,R6,11-Jul-2020,Gabba,3:05 PM,210,West Coast,67,Adelaide,34,0.6
2020R605,2020,R6,11-Jul-2020,Sydney Showground,6:05 PM,250,Melbourne,80,Gold Coast,63,3.6
2020R606,2020,R6,11-Jul-2020,Carrara,7:40 PM,4271,Essendon,67,North Melbourne,53,0.8
2020R607,2020,R6,12-Jul-2020,Carrara,1:05 PM,368,Port Adelaide,63,Greater Western Sydney,46,0.0
2020R608,2020,R6,12-Jul-2020,Gabba,3:35 PM,3606,Richmond,34,Sydney,26,0.2
2020R609,2020,R6,12-Jul-2020,Carrara,6:45 PM,2178,Carlton,103,Western Bulldogs,51,0.0
2020R701,2020,R7,16-Jul-2020,Perth Stadium,6:10 PM,22077,Geelong,35,Collingwood,57,1.0
2020R702,2020,R7,17-Jul-2020,Carrara,7:50 PM,4949,Essendon,51,Western Bulldogs,93,0.0
2020R703,2020,R7,18-Jul-2020,Sydney Showground,1:45 PM,3168,Greater Western Sydney,68,Brisbane Lions,88,0.0
2020R704,2020,R7,18-Jul-2020,S.C.G.,4:35 PM,6000,Sydney,60,Gold Coast,92,2.8
2020R705,2020,R7,18-Jul-2020,Carrara,7:40 PM,4337,Richmond,77,North Melbourne,23,0.0
2020R706,2020,R7,19-Jul-2020,Gabba,1:05 PM,3510,Carlton,61,Port Adelaide,64,0.0
2020R707,2020,R7,19-Jul-2020,Sydney Showground,3:35 PM,750,Hawthorn,48,Melbourne,91,0.0
2020R708,2020,R7,19-Jul-2020,Perth Stadium,4:35 PM,25306,Fremantle,32,West Coast,62,0.4
2020R709,2020,R7,20-Jul-2020,Adelaide Oval,7:10 PM,13579,Adelaide,55,St Kilda,78,0.2
2020R801,2020,R8,23-Jul-2020,Carrara,7:40 PM,4039,Gold Coast,46,Western Bulldogs,51,0.0
2020R802,2020,R8,24-Jul-2020,Sydney Showground,7:50 PM,5500,Greater Western Sydney,62,Richmond,50,0.0
2020R803,2020,R8,25-Jul-2020,Gabba,1:05 PM,3655,North Melbourne,57,Carlton,64,3.2
2020R804,2020,R8,25-Jul-2020,S.C.G.,3:35 PM,4264,Sydney,60,Hawthorn,53,0.0
2020R805,2020,R8,25-Jul-2020,Adelaide Oval,7:10 PM,16727,Port Adelaide,44,St Kilda,73,0.0
2020R806,2020,R8,26-Jul-2020,Adelaide Oval,12:35 PM,15155,Adelaide,59,Essendon,62,0.0
2020R807,2020,R8,26-Jul-2020,Perth Stadium,1:35 PM,24824,West Coast,111,Collingwood,45,2.2
2020R808,2020,R8,26-Jul-2020,Carrara,6:10 PM,3011,Melbourne,49,Brisbane Lions,53,100.2
2020R809,2020,R8,27-Jul-2020,Perth Stadium,6:10 PM,20251,Fremantle,16,Geelong,48,4.8
2020R901,2020,R9,29-Jul-2020,Carrara,7:10 PM,2824,Western Bulldogs,49,Richmond,90,0.0
2020R902,2020,R9,30-Jul-2020,Gabba,7:50 PM,323,Melbourne,32,Port Adelaide,83,0.0
2020R903,2020,R9,31-Jul-2020,Perth Stadium,3:40 PM,12304,Carlton,58,Hawthorn,89,0.0
2020R904,2020,R9,31-Jul-2020,Carrara,8:10 PM,4860,Essendon,28,Brisbane Lions,91,0.0
2020R905,2020,R9,01-Aug-2020,Carrara,2:35 PM,522,North Melbourne,119,Adelaide,50,0.0
2020R906,2020,R9,01-Aug-2020,Gabba,5:10 PM,2978,St Kilda,101,Sydney,48,0.0
2020R907,2020,R9,01-Aug-2020,Perth Stadium,6:10 PM,26211,West Coast,73,Geelong,64,0.0
2020R908,2020,R9,02-Aug-2020,Carrara,3:35 PM,4363,Gold Coast,35,Greater Western Sydney,61,0.0
2020R909,2020,R9,02-Aug-2020,Perth Stadium,4:10 PM,20912,Fremantle,61,Collingwood,49,0.0
2020R1001,2020,R10,03-Aug-2020,Adelaide Oval,6:40 PM,14159,Port Adelaide,55,Western Bulldogs,42,0.0
2020R1002,2020,R10,04-Aug-2020,Carrara,7:10 PM,5651,Richmond,82,Brisbane Lions,41,0.0
2020R1003,2020,R10,05-Aug-2020,Gabba,5:40 PM,2282,Geelong,90,North Melbourne,57,0.0
2020R1004,2020,R10,05-Aug-2020,Adelaide Oval,7:40 PM,12022,Adelaide,37,Melbourne,88,0.0
2020R1005,2020,R10,06-Aug-2020,Gabba,5:40 PM,4146,Collingwood,50,Sydney,41,0.0
2020R1006,2020,R10,06-Aug-2020,Carrara,8:10 PM,3095,Gold Coast,74,St Kilda,78,0.0
2020R1007,2020,R10,07-Aug-2020,Carrara,7:50 PM,1178,Essendon,55,Greater Western Sydney,59,1.0
2020R1101,2020,R11,08-Aug-2020,Adelaide Oval,4:05 PM,10256,Port Adelaide,93,Richmond,72,1.4
2020R1102,2020,R11,08-Aug-2020,Gabba,7:40 PM,11061,Brisbane Lions,96,Western Bulldogs,72,11.6
2020R1103,2020,R11,09-Aug-2020,Perth Stadium,1:35 PM,19092,West Coast,72,Carlton,50,4.4
2020R1104,2020,R11,09-Aug-2020,Adelaide Oval,5:40 PM,2172,Melbourne,92,North Melbourne,35,0.0
2020R1105,2020,R11,10-Aug-2020,Gabba,6:10 PM,3903,St Kilda,34,Geelong,93,0.0
2020R1106,2020,R11,10-Aug-2020,Perth Stadium,6:40 PM,18512,Fremantle,48,Hawthorn,32,31.0
2020R1107,2020,R11,11-Aug-2020,Adelaide Oval,6:05 PM,8577,Adelaide,38,Collingwood,62,0.2
2020R1108,2020,R11,12-Aug-2020,Carrara,7:10 PM,4303,Gold Coast,73,Essendon,73,0.0
2020R1201,2020,R12,13-Aug-2020,Perth Stadium,6:10 PM,6464,Sydney,66,Greater Western Sydney,25,0.0
2020R1202,2020,R12,14-Aug-2020,Carrara,7:50 PM,3378,Geelong,91,Port Adelaide,31,0.0
2020R1203,2020,R12,15-Aug-2020,Carrara,2:35 PM,2722,North Melbourne,52,Brisbane Lions,53,2.0
2020R1204,2020,R12,15-Aug-2020,Gabba,5:10 PM,5338,Melbourne,100,Collingwood,44,1.4
2020R1205,2020,R12,15-Aug-2020,Perth Stadium,6:10 PM,24114,Fremantle,36,Carlton,40,0.6
2020R1206,2020,R12,16-Aug-2020,Carrara,1:05 PM,613,Western Bulldogs,111,Adelaide,54,0.2
2020R1207,2020,R12,16-Aug-2020,Gabba,3:35 PM,4686,St Kilda,68,Essendon,33,6.4
2020R1208,2020,R12,16-Aug-2020,Perth Stadium,4:10 PM,22870,West Coast,81,Hawthorn,49,19.2
2020R1209,2020,R12,17-Aug-2020,Gabba,7:10 PM,4062,Richmond,53,Gold Coast,32,0.0
2020R1301,2020,R13,21-Aug-2020,Marrara Oval,7:20 PM,5172,Gold Coast,27,Carlton,60,0.0
2020R1302,2020,R13,22-Aug-2020,Carrara,1:45 PM,1765,Western Bulldogs,80,Melbourne,52,0.0
2020R1303,2020,R13,22-Aug-2020,Adelaide Oval,4:05 PM,11740,Port Adelaide,68,Hawthorn,58,3.8
2020R1304,2020,R13,22-Aug-2020,Marrara Oval,7:15 PM,5401,Essendon,61,Richmond,73,0.0
2020R1305,2020,R13,22-Aug-2020,Perth Stadium,6:10 PM,24714,Fremantle,50,Sydney,19,0.0
2020R1306,2020,R13,23-Aug-2020,Adelaide Oval,12:35 PM,10431,Adelaide,37,Geelong,65,0.4
2020R1307,2020,R13,23-Aug-2020,Gabba,3:35 PM,13750,Brisbane Lions,50,St Kilda,48,0.0
2020R1308,2020,R13,23-Aug-2020,Perth Stadium,4:10 PM,27339,West Coast,61,Greater Western Sydney,49,1.0
2020R1309,2020,R13,24-Aug-2020,Gabba,7:10 PM,2443,Collingwood,65,North Melbourne,35,0.0
2020R1401,2020,R14,27-Aug-2020,Adelaide Oval,4:10 PM,4973,Hawthorn,71,Essendon,87,0.0
2020R1402,2020,R14,27-Aug-2020,Carrara,7:10 PM,3628,Richmond,88,West Coast,61,0.0
2020R1403,2020,R14,28-Aug-2020,Carrara,7:50 PM,2156,Western Bulldogs,61,Geelong,72,0.0
2020R1404,2020,R14,29-Aug-2020,Adelaide Oval,1:15 PM,11801,Port Adelaide,73,Sydney,47,0.0
2020R1405,2020,R14,29-Aug-2020,Perth Stadium,2:35 PM,24406,Fremantle,53,Greater Western Sydney,91,2.8
2020R1406,2020,R14,29-Aug-2020,Traeger Park,7:10 PM,1917,Melbourne,52,St Kilda,49,
2020R1407,2020,R14,30-Aug-2020,Gabba,3:35 PM,9033,Carlton,48,Collingwood,72,0.0
2020R1408,2020,R14,30-Aug-2020,Carrara,6:10 PM,3353,Gold Coast,91,North Melbourne,28,1.2
2020R1501,2020,R15,01-Sep-2020,Adelaide Oval,5:10 PM,6191,Hawthorn,48,Adelaide,83,0.0
2020R1502,2020,R15,01-Sep-2020,Gabba,8:10 PM,1932,West Coast,60,Essendon,45,0.0
2020R1503,2020,R15,02-Sep-2020,Carrara,7:10 PM,1818,Richmond,56,Fremantle,29,0.0
2020R1504,2020,R15,03-Sep-2020,Cazaly's Stadium,4:40 PM,3199,Sydney,67,Melbourne,46,0.0
2020R1505,2020,R15,03-Sep-2020,Carrara,7:10 PM,1469,Greater Western Sydney,48,Carlton,39,0.0
2020R1506,2020,R15,04-Sep-2020,Gabba,7:50 PM,15036,Brisbane Lions,42,Collingwood,34,0.0
2020R1601,2020,R16,05-Sep-2020,Carrara,7:40 PM,592,North Melbourne,42,Port Adelaide,78,0.0
2020R1602,2020,R16,06-Sep-2020,Carrara,1:05 PM,2740,St Kilda,80,Hawthorn,66,0.0
2020R1603,2020,R16,06-Sep-2020,Gabba,3:35 PM,5011,Geelong,108,Essendon,42,0.0
2020R1604,2020,R16,06-Sep-2020,Carrara,6:10 PM,532,Western Bulldogs,49,West Coast,47,0.0
2020R1605,2020,R16,07-Sep-2020,Cazaly's Stadium,7:10 PM,3279,Melbourne,33,Fremantle,47,6.0
2020R1606,2020,R16,08-Sep-2020,Adelaide Oval,5:10 PM,12436,Adelaide,59,Greater Western Sydney,47,0.0
2020R1607,2020,R16,08-Sep-2020,Carrara,8:10 PM,1580,Carlton,57,Sydney,52,0.0
2020R1608,2020,R16,09-Sep-2020,Gabba,7:10 PM,11292,Brisbane Lions,88,Gold Coast,43,0.0
2020R1701,2020,R17,10-Sep-2020,Gabba,7:10 PM,1925,St Kilda,50,West Coast,65,0.0
2020R1702,2020,R17,11-Sep-2020,Carrara,7:50 PM,7061,Geelong,31,Richmond,57,12.0
2020R1703,2020,R17,12-Sep-2020,Carrara,2:10 PM,308,North Melbourne,35,Fremantle,99,0.2
2020R1704,2020,R17,12-Sep-2020,Adelaide Oval,4:35 PM,17482,Port Adelaide,79,Essendon,29,0.0
2020R1705,2020,R17,12-Sep-2020,Gabba,7:40 PM,1204,Greater Western Sydney,74,Melbourne,79,0.2
2020R1706,2020,R17,13-Sep-2020,Carrara,1:05 PM,2735,Carlton,56,Adelaide,72,7.8
2020R1707,2020,R17,13-Sep-2020,Adelaide Oval,3:05 PM,2625,Hawthorn,40,Western Bulldogs,76,9.2
2020R1708,2020,R17,13-Sep-2020,Cazaly's Stadium,6:10 PM,3700,Sydney,41,Brisbane Lions,73,1.6
2020R1709,2020,R17,14-Sep-2020,Gabba,7:10 PM,2896,Collingwood,68,Gold Coast,46,0.8
2020R1801,2020,R18,17-Sep-2020,Carrara,7:10 PM,724,North Melbourne,34,West Coast,49,0.0
2020R1802,2020,R18,18-Sep-2020,Gabba,7:50 PM,1528,St Kilda,82,Greater Western Sydney,30,0.0
2020R1803,2020,R18,19-Sep-2020,Carrara,2:10 PM,2175,Essendon,49,Melbourne,68,18.4
2020R1804,2020,R18,19-Sep-2020,Adelaide Oval,4:40 PM,17710,Adelaide,33,Richmond,77,0.0
2020R1805,2020,R18,19-Sep-2020,Gabba,7:40 PM,14563,Brisbane Lions,78,Carlton,61,0.4
2020R1806,2020,R18,20-Sep-2020,Adelaide Oval,12:35 PM,2136,Hawthorn,108,Gold Coast,57,0.0
2020R1807,2020,R18,20-Sep-2020,Carrara,3:35 PM,2798,Sydney,63,Geelong,69,0.0
2020R1808,2020,R18,20-Sep-2020,Cazaly's Stadium,6:10 PM,3114,Fremantle,44,Western Bulldogs,74,0.2
2020R1809,2020,R18,21-Sep-2020,Gabba,7:15 PM,5424,Collingwood,45,Port Adelaide,61,0.0
2020QF01,2020,QF,01-Oct-2020,Adelaide Oval,7:10 PM,22755,Port Adelaide,58,Geelong,42,1.6
2020QF02,2020,QF,02-Oct-2020,Gabba,7:50 PM,22104,Brisbane Lions,69,Richmond,54,0.0
2020EF01,2020,EF,03-Oct-2020,Gabba,4:40 PM,10561,St Kilda,67,Western Bulldogs,64,0.0
2020EF02,2020,EF,03-Oct-2020,Perth Stadium,6:10 PM,32865,West Coast,75,Collingwood,76,2.8
2020SF01,2020,SF,09-Oct-2020,Carrara,6:50 PM,13778,Richmond,80,St Kilda,49,0.0
2020SF02,2020,SF,10-Oct-2020,Gabba,6:40 PM,21396,Geelong,100,Collingwood,32,0.0
2020PF01,2020,PF,16-Oct-2020,Adelaide Oval,7:20 PM,24292,Port Adelaide,40,Richmond,46,0.2
2020PF02,2020,PF,17-Oct-2020,Gabba,6:40 PM,29121,Brisbane Lions,42,Geelong,82,0.0
2020GF01,2020,GF,24-Oct-2020,Gabba,6:30 PM,29707,Richmond,81,Geelong,50,0.4
2019R101,2019,R1,21-Mar-2019,M.C.G.,7:25 PM,85016,Carlton,64,Richmond,97,0.0
2019R102,2019,R1,22-Mar-2019,M.C.G.,7:50 PM,78017,Collingwood,65,Geelong,72,0.0
2019R103,2019,R1,23-Mar-2019,M.C.G.,1:45 PM,38866,Melbourne,61,Port Adelaide,87,5.0
2019R104,2019,R1,23-Mar-2019,Adelaide Oval,4:05 PM,50180,Adelaide,55,Hawthorn,87,0.0
2019R105,2019,R1,23-Mar-2019,Docklands,7:25 PM,32303,Western Bulldogs,82,Sydney,65,5.0
2019R106,2019,R1,23-Mar-2019,Gabba,7:20 PM,20029,Brisbane Lions,102,West Coast,58,0.0
2019R107,2019,R1,24-Mar-2019,Docklands,1:10 PM,20291,St Kilda,85,Gold Coast,84,1.2
2019R108,2019,R1,24-Mar-2019,Sydney Showground,3:20 PM,15424,Greater Western Sydney,112,Essendon,40,0.6
2019R109,2019,R1,24-Mar-2019,Perth Stadium,3:20 PM,40033,Fremantle,141,North Melbourne,59,0.0
2019R201,2019,R2,28-Mar-2019,M.C.G.,7:20 PM,70699,Richmond,66,Collingwood,110,0.0
2019R202,2019,R2,29-Mar-2019,S.C.G.,7:50 PM,32575,Sydney,62,Adelaide,88,0.0
2019R203,2019,R2,30-Mar-2019,Docklands,4:35 PM,44252,Essendon,65,St Kilda,76,2.2
2019R204,2019,R2,30-Mar-2019,Adelaide Oval,4:40 PM,41552,Port Adelaide,88,Carlton,72,1.8
2019R205,2019,R2,30-Mar-2019,Kardinia Park,7:25 PM,27561,Geelong,126,Melbourne,46,0.0
2019R206,2019,R2,30-Mar-2019,Perth Stadium,5:10 PM,54985,West Coast,104,Greater Western Sydney,52,0.0
2019R207,2019,R2,31-Mar-2019,Docklands,1:10 PM,23100,North Melbourne,87,Brisbane Lions,107,2.0
2019R208,2019,R2,31-Mar-2019,M.C.G.,3:20 PM,39368,Hawthorn,87,Western Bulldogs,106,2.0
2019R209,2019,R2,31-Mar-2019,Carrara,3:40 PM,10119,Gold Coast,61,Fremantle,58,2.6
2019R301,2019,R3,04-Apr-2019,Adelaide Oval,7:20 PM,45631,Adelaide,75,Geelong,99,0.0
2019R302,2019,R3,05-Apr-2019,M.C.G.,7:50 PM,52475,Melbourne,112,Essendon,130,0.0
2019R303,2019,R3,06-Apr-2019,Docklands,1:45 PM,39290,Carlton,74,Sydney,93,0.0
2019R304,2019,R3,06-Apr-2019,Sydney Showground,4:35 PM,12697,Greater Western Sydney,125,Richmond,76,1.6
2019R305,2019,R3,06-Apr-2019,Gabba,6:25 PM,19958,Brisbane Lions,107,Port Adelaide,90,0.0
2019R306,2019,R3,06-Apr-2019,M.C.G.,7:25 PM,60878,Collingwood,76,West Coast,98,0.0
2019R307,2019,R3,07-Apr-2019,Docklands,2:20 PM,22499,Western Bulldogs,68,Gold Coast,73,0.0
2019R308,2019,R3,07-Apr-2019,M.C.G.,3:20 PM,36174,Hawthorn,87,North Melbourne,71,0.0
2019R309,2019,R3,07-Apr-2019,Perth Stadium,3:20 PM,38227,Fremantle,71,St Kilda,66,0.0
2019R401,2019,R4,11-Apr-2019,S.C.G.,7:20 PM,26669,Sydney,78,Melbourne,100,0.0
2019R402,2019,R4,12-Apr-2019,M.C.G.,7:50 PM,59257,Collingwood,78,Western Bulldogs,64,0.0
2019R403,2019,R4,13-Apr-2019,Kardinia Park,1:45 PM,28780,Geelong,75,Greater Western Sydney,79,0.0
2019R404,2019,R4,13-Apr-2019,M.C.G.,2:10 PM,48289,Essendon,112,Brisbane Lions,65,0.0
2019R405,2019,R4,13-Apr-2019,Adelaide Oval,4:05 PM,38864,Port Adelaide,92,Richmond,99,0.0
2019R406,2019,R4,13-Apr-2019,Docklands,7:25 PM,17207,North Melbourne,71,Adelaide,59,0.0
2019R407,2019,R4,13-Apr-2019,Perth Stadium,6:10 PM,58219,West Coast,69,Fremantle,56,0.0
2019R408,2019,R4,14-Apr-2019,Carrara,2:40 PM,14176,Gold Coast,59,Carlton,57,0.2
2019R409,2019,R4,14-Apr-2019,Docklands,3:20 PM,35883,St Kilda,74,Hawthorn,69,0.0
2019R501,2019,R5,18-Apr-2019,Gabba,7:35 PM,34017,Brisbane Lions,61,Collingwood,123,0.2
2019R502,2019,R5,19-Apr-2019,Docklands,4:20 PM,48278,North Melbourne,58,Essendon,116,0.0
2019R503,2019,R5,19-Apr-2019,Perth Stadium,6:10 PM,49290,West Coast,53,Port Adelaide,95,23.4
2019R504,2019,R5,20-Apr-2019,Manuka Oval,1:45 PM,11277,Greater Western Sydney,82,Fremantle,106,0.0
2019R505,2019,R5,20-Apr-2019,M.C.G.,4:35 PM,35558,Melbourne,55,St Kilda,95,0.0
2019R506,2019,R5,20-Apr-2019,Docklands,7:25 PM,40053,Richmond,89,Sydney,67,0.0
2019R507,2019,R5,21-Apr-2019,Docklands,1:10 PM,35069,Western Bulldogs,57,Carlton,101,0.0
2019R508,2019,R5,21-Apr-2019,Adelaide Oval,4:10 PM,40847,Adelaide,119,Gold Coast,46,0.8
2019R509,2019,R5,22-Apr-2019,M.C.G.,3:20 PM,66347,Hawthorn,90,Geelong,113,1.0
2019R601,2019,R6,24-Apr-2019,M.C.G.,7:35 PM,72704,Richmond,85,Melbourne,42,0.0
2019R602,2019,R6,25-Apr-2019,M.C.G.,3:20 PM,92241,Essendon,69,Collingwood,73,0.0
2019R603,2019,R6,26-Apr-2019,Adelaide Oval,7:20 PM,36099,Port Adelaide,88,North Melbourne,72,0.2
2019R604,2019,R6,27-Apr-2019,Carrara,1:45 PM,13694,Gold Coast,62,Brisbane Lions,111,0.0
2019R605,2019,R6,27-Apr-2019,Docklands,4:35 PM,28404,St Kilda,68,Adelaide,97,4.0
2019R606,2019,R6,27-Apr-2019,S.C.G.,7:25 PM,29780,Sydney,79,Greater Western Sydney,120,0.0
2019R607,2019,R6,27-Apr-2019,Perth Stadium,6:10 PM,43732,Fremantle,88,Western Bulldogs,69,0.0
2019R608,2019,R6,28-Apr-2019,York Park,3:20 PM,15888,Hawthorn,93,Carlton,88,0.0
2019R609,2019,R6,28-Apr-2019,Kardinia Park,4:40 PM,28085,Geelong,104,West Coast,46,0.0
2019R701,2019,R7,03-May-2019,Docklands,7:50 PM,37559,Collingwood,108,Port Adelaide,69,0.2
2019R702,2019,R7,04-May-2019,M.C.G.,1:45 PM,40864,Melbourne,79,Hawthorn,74,0.4
2019R703,2019,R7,04-May-2019,Manuka Oval,1:45 PM,12633,Greater Western Sydney,114,St Kilda,70,
2019R704,2019,R7,04-May-2019,Gabba,4:35 PM,20075,Brisbane Lions,103,Sydney,81,0.0
2019R705,2019,R7,04-May-2019,Docklands,7:25 PM,36151,Western Bulldogs,99,Richmond,52,0.4
2019R706,2019,R7,04-May-2019,Perth Stadium,6:10 PM,47497,West Coast,80,Gold Coast,57,2.0
2019R707,2019,R7,05-May-2019,Docklands,1:10 PM,42430,Carlton,62,North Melbourne,120,2.2
2019R708,2019,R7,05-May-2019,M.C.G.,3:20 PM,63527,Geelong,86,Essendon,54,2.2
2019R709,2019,R7,05-May-2019,Adelaide Oval,4:10 PM,42383,Adelaide,51,Fremantle,34,0.0
2019R801,2019,R8,10-May-2019,S.C.G.,7:50 PM,26502,Sydney,77,Essendon,72,0.0
2019R802,2019,R8,11-May-2019,M.C.G.,1:45 PM,69289,Carlton,87,Collingwood,106,9.8
2019R803,2019,R8,11-May-2019,Eureka Stadium,1:45 PM,9039,Western Bulldogs,92,Brisbane Lions,76,13.0
2019R804,2019,R8,11-May-2019,Carrara,4:35 PM,9765,Gold Coast,60,Melbourne,61,0.0
2019R805,2019,R8,11-May-2019,Docklands,7:25 PM,24246,St Kilda,70,West Coast,88,9.8
2019R806,2019,R8,11-May-2019,Adelaide Oval,7:10 PM,49675,Port Adelaide,68,Adelaide,88,1.0
2019R807,2019,R8,12-May-2019,Docklands,1:10 PM,21156,North Melbourne,80,Geelong,104,0.1
2019R808,2019,R8,12-May-2019,M.C.G.,3:20 PM,14636,Hawthorn,71,Greater Western Sydney,38,0.1
2019R809,2019,R8,12-May-2019,Perth Stadium,3:20 PM,42641,Fremantle,86,Richmond,111,0.0
2019R901,2019,R9,17-May-2019,Perth Stadium,6:10 PM,51162,West Coast,85,Melbourne,69,1.8
2019R902,2019,R9,18-May-2019,M.C.G.,1:45 PM,60702,Collingwood,112,St Kilda,71,0.0
2019R903,2019,R9,18-May-2019,Gabba,2:10 PM,20405,Brisbane Lions,93,Adelaide,92,1.6
2019R904,2019,R9,18-May-2019,Kardinia Park,4:35 PM,31373,Geelong,133,Western Bulldogs,89,0.0
2019R905,2019,R9,18-May-2019,Docklands,7:25 PM,29176,Essendon,60,Fremantle,53,0.0
2019R906,2019,R9,18-May-2019,Bellerive Oval,7:25 PM,12799,North Melbourne,72,Sydney,77,0.0
2019R907,2019,R9,19-May-2019,Adelaide Oval,12:40 PM,26129,Port Adelaide,89,Gold Coast,51,0.0
2019R908,2019,R9,19-May-2019,M.C.G.,3:20 PM,64936,Richmond,95,Hawthorn,59,0.0
2019R909,2019,R9,19-May-2019,Sydney Showground,4:40 PM,9599,Greater Western Sydney,138,Carlton,45,0.0
2019R1001,2019,R10,24-May-2019,S.C.G.,7:50 PM,34649,Sydney,73,Collingwood,80,0.0
2019R1002,2019,R10,25-May-2019,York Park,1:45 PM,11637,Hawthorn,80,Port Adelaide,49,12.4
2019R1003,2019,R10,25-May-2019,Docklands,2:10 PM,26156,Western Bulldogs,90,North Melbourne,115,2.4
2019R1004,2019,R10,25-May-2019,Adelaide Oval,4:05 PM,41630,Adelaide,73,West Coast,85,1.8
2019R1005,2019,R10,25-May-2019,M.C.G.,7:25 PM,80176,Richmond,73,Essendon,50,2.4
2019R1006,2019,R10,25-May-2019,Carrara,7:25 PM,13144,Gold Coast,64,Geelong,91,0.0
2019R1007,2019,R10,26-May-2019,M.C.G.,1:10 PM,20023,Melbourne,68,Greater Western Sydney,94,8.0
2019R1008,2019,R10,26-May-2019,Docklands,3:20 PM,35058,St Kilda,68,Carlton,55,8.0
2019R1009,2019,R10,26-May-2019,Perth Stadium,3:20 PM,36383,Fremantle,73,Brisbane Lions,72,0.0
2019R1101,2019,R11,31-May-2019,Docklands,7:50 PM,29326,North Melbourne,99,Richmond,62,2.4
2019R1102,2019,R11,01-Jun-2019,M.C.G.,1:45 PM,41774,Collingwood,75,Fremantle,79,2.2
2019R1103,2019,R11,01-Jun-2019,Sydney Showground,1:45 PM,7581,Greater Western Sydney,126,Gold Coast,43,0.0
2019R1104,2019,R11,01-Jun-2019,Kardinia Park,4:35 PM,29021,Geelong,85,Sydney,63,0.4
2019R1105,2019,R11,01-Jun-2019,Gabba,7:25 PM,25051,Brisbane Lions,85,Hawthorn,66,0.0
2019R1106,2019,R11,01-Jun-2019,Marrara Oval,7:10 PM,10634,Melbourne,88,Adelaide,90,0.0
2019R1107,2019,R11,02-Jun-2019,Jiangwan Stadium,12:20 PM,9412,St Kilda,69,Port Adelaide,139,
2019R1108,2019,R11,02-Jun-2019,M.C.G.,3:20 PM,50423,Essendon,74,Carlton,33,0.2
2019R1109,2019,R11,02-Jun-2019,Perth Stadium,3:20 PM,53195,West Coast,133,Western Bulldogs,72,0.0
2019R1201,2019,R12,07-Jun-2019,M.C.G.,7:50 PM,65214,Richmond,37,Geelong,104,0.0
2019R1202,2019,R12,08-Jun-2019,Docklands,1:45 PM,32211,Carlton,78,Brisbane Lions,63,0.1
2019R1203,2019,R12,08-Jun-2019,Carrara,4:35 PM,9305,Gold Coast,72,North Melbourne,99,1.2
2019R1204,2019,R12,08-Jun-2019,Adelaide Oval,7:10 PM,41710,Adelaide,82,Greater Western Sydney,61,0.0
2019R1205,2019,R12,09-Jun-2019,S.C.G.,3:20 PM,36640,Sydney,116,West Coast,71,0.0
2019R1206,2019,R12,10-Jun-2019,M.C.G.,3:20 PM,74036,Collingwood,98,Melbourne,57,4.6
2019R1301,2019,R13,13-Jun-2019,Adelaide Oval,7:20 PM,40837,Adelaide,101,Richmond,68,0.8
2019R1302,2019,R13,14-Jun-2019,Docklands,7:50 PM,44846,Essendon,96,Hawthorn,77,2.2
2019R1303,2019,R13,15-Jun-2019,Riverway Stadium,1:45 PM,7243,Gold Coast,76,St Kilda,80,0.0
2019R1304,2019,R13,15-Jun-2019,Perth Stadium,2:35 PM,37451,Fremantle,100,Port Adelaide,79,8.8
2019R1305,2019,R13,15-Jun-2019,Docklands,7:25 PM,35479,Carlton,100,Western Bulldogs,103,3.6
2019R1306,2019,R13,16-Jun-2019,Bellerive Oval,3:20 PM,7832,North Melbourne,68,Greater Western Sydney,91,0.2
2019R1401,2019,R14,20-Jun-2019,Perth Stadium,6:10 PM,52810,West Coast,106,Essendon,71,0.0
2019R1402,2019,R14,21-Jun-2019,S.C.G.,7:50 PM,29553,Sydney,82,Hawthorn,63,0.4
