Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.9329986572266,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.4636688232422,98.9559173583984,95.6876525878906,90.1292572021484,90.4875106811523,90.5910720825195,..,..,..,103.209243774414,95.5613632202148,94.8069229125977,98.2360916137695,88.9502792358398,91.5730285644531,..,..,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.52817010879517,5.89296007156372,8.59552001953125,9.45398044586182,..,..,..,..,..,..,..,..,19.4415607452393,..,..,..,..,23.7828006744385,27.9148693084717,..,..,..,46.0704803466797,49.9967002868652,51.0683517456055,51.4844589233398,..,..,60.1642189025879,66.098518371582,71.0585708618164,72.6340408325195,78.4304885864258,80.8453979492188,87.0959243774414,89.0503616333008,98.9733505249023,96.6399917602539,96.2384414672852,96.5889739990234,100.662162780762,100.02912902832,88.1620635986328,76.9939804077148,82.0741958618164,89.8401031494141
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.2559585571289,96.8819274902344,97.446418762207,94.4482116699219,90.7119598388672,88.8391418457031,89.9124298095703,91.6103134155273,94.8397827148438,91.6041488647461,92.8816909790039,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.0431289672852,76.0256881713867,79.5856323242188,93.2427597045898,101.405456542969,93.7903518676758,89.0358963012695,85.4233627319336,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,43.1236801147461,48.4484405517578,55.4123382568359,59.0425796508789,61.6605796813965,57.8136100769043,51.6537094116211,47.5469703674316,54.5205993652344,67.0071105957031,71.1788635253906,81.5917282104492,84.9434127807617,77.0347518920898,79.7065277099609,85.0729904174805,94.6021728515625,96.3290786743164,93.1086578369141,90.6561431884766,93.8604431152344,95.0033416748047,95.938232421875,95.2819595336914,100.230667114258,96.6938018798828,98.6987686157227,..,99.060188293457,96.8309936523438,96.8211288452148,99.0527572631836,99.8582305908203,99.3573684692383,98.3990325927734,97.716926574707,101.558616638184,98.311279296875,99.4741897583008,101.079399108887,..,..,101.208419799805,100.661170959473,..,94.5542678833008,..,..,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.229606628418,114.199432373047,109.366607666016,100.684646606445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.6255035400391,..,..,..,..,..,..,..,..,126.007331848145,..,..,..,..,..,111.176467895508,..,109.97151184082,102.586212158203,112.716758728027,107.75862121582,107.62712097168,89.9456481933594,..,82.8282775878906,94.6210327148438,87.1734008789063,90.8046035766602,93.9051895141602,82.5503387451172,95.0672607421875,90.5963287353516,95.4976272583008,79.6068801879883,81.8414306640625,98.1233215332031,114.447593688965
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,105.949722290039,105.621620178223,111.154960632324,98.0051803588867,110.150466918945,103.821182250977,101.515892028809,100.548011779785,89.5244674682617,90.803337097168,80.8040390014648,82.8080825805664,57.2123794555664,..,123.633590698242,..,..,..,..,98.5456619262695,99.7120666503906,98.2117614746094,101.031112670898,99.275993347168,..,109.20255279541,115.237342834473,116.592681884766,114.790946960449,121.65795135498,117.53295135498,119.991226196289,111.281463623047,107.359306335449,107.654678344727,107.429626464844,105.274322509766,101.906356811523,105.339874267578,110.934394836426,107.069984436035,106.123931884766,100.117546081543,102.172286987305,107.357238769531,107.427223205566,107.801422119141,100.098007202148,104.958282470703,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,96.8484420776367,97.4531936645508,96.936637878418,102.336318969727,93.2993316650391,93.7727737426758,91.185661315918,92.0359497070313,102.431968688965,103.427467346191,100.251770019531,96.5612411499023,93.6946029663086,99.4747009277344,110.229278564453,99.5395431518555,102.72142791748,102.494338989258,101.428230285645,99.1177673339844,89.2422332763672,87.5099487304688,85.9876403808594,88.2014770507813,87.8781585693359,90.3415679931641,94.4767990112305,93.9541931152344,96.0726928710938,96.1594314575195,101.754859924316,96.5668869018555,97.7925567626953,98.6427307128906,98.6592636108398,99.3508605957031,101.33283996582,95.1536483764648,101.704399108887,113.339561462402,110.201042175293,101.810562133789,98.9587936401367,97.9525375366211,96.191291809082,92.0453414916992,89.8164672851563,86.618537902832,84.9765167236328,87.8763427734375,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,7.19572019577026,6.79262018203735,7.03775978088379,6.79652976989746,7.62610006332397,7.55316019058228,8.55743980407715,8.74263000488281,9.56079959869385,9.32446956634521,10.2999095916748,10.5466604232788,11.3079595565796,12.3067398071289,13.9058198928833,..,15.8259401321411,16.9158401489258,16.587230682373,19.4958000183105,19.9518508911133,26.6804695129395,26.2448806762695,27.1162109375,18.5944595336914,22.5724391937256,..,..,23.4680404663086,25.4222202301025,26.677619934082,27.4854698181152,29.1116504669189,30.4265308380127,31.7365798950195,32.8056182861328,34.9742698669434,38.8692588806152,43.9145088195801,47.0552215576172,53.6610717773438,57.3660316467285,62.344051361084,60.8494987487793,62.0298004150391,61.7243385314941,63.5192184448242,65.4789276123047,64.5494537353516,64.8891677856445,66.9678115844727
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,5.74468994140625,..,10.7066097259521,10.8587503433228,11.5667295455933,10.84547996521,11.106240272522,11.1504497528076,11.293399810791,11.4968900680542,11.788330078125,14.0806798934937,19.1786994934082,26.285120010376,27.4190902709961,28.4215507507324,28.1072006225586,38.9180488586426,33.1408500671387,41.0745887756348,45.6658592224121,48.7923316955566,52.0253410339355,..,..,..,..,..,..,24.3505001068115,24.7870407104492,25.1833992004395,29.5831394195557,31.7919998168945,33.9464302062988,..,38.660961151123,41.6534881591797,48.359058380127,51.5484199523926,56.3757705688477,62.9979209899902,70.719841003418,69.5665588378906,64.539680480957,67.6745071411133,68.3787002563477,63.0213890075684,59.3764190673828,52.9452705383301,52.9452705383301
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.3041801452637,12.6471700668335,19.3060607910156,14.2607498168945,13.8369197845459,13.6042404174805,17.0803394317627,27.5776805877686,25.0511093139648,22.3473300933838,31.4242992401123,32.9696807861328,36.3940315246582,40.851390838623,46.6852912902832,..,60.2265701293945,..,..,..,76.1230773925781,..,..,..,101.490730285645,..,105.993148803711,98.7548904418945,98.8344573974609,98.8822021484375,96.1720962524414,81.7521667480469,94.7246780395508,91.7592391967773,99.7165222167969,96.8335876464844,101.10082244873,96.2914505004883,97.7590789794922,92.3590621948242,94.7222518920898,95.2153625488281,91.0370635986328,87.4014205932617,87.2902069091797,99.9901733398438,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.1940803527832,32.4830017089844,41.1581916809082,..,51.2844200134277,59.9103813171387,66.6233978271484,77.631462097168,86.9385681152344,89.3888626098633,90.7340316772461,85.9216537475586,83.2892684936523,85.1790008544922,86.1884689331055,91.0455932617188,93.699951171875,96.0938110351563,92.9561080932617,89.0546951293945,86.7418212890625,84.675895690918,86.7112731933594,91.9995574951172,90.6848526000977
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,48.2461585998535,47.7189102172852,49.8264312744141,51.3729782104492,52.3334083557129,62.9129981994629,53.1599388122559,51.4421005249023,51.6005706787109,50.6107902526855,50.7740287780762,52.3915710449219,53.7745094299316,54.0155792236328,55.5713081359863,55.1845588684082,..,56.250301361084,54.9569396972656,..,..,..,..,..,..,..,48.4889488220215,49.5123291015625,..,..,56.6142387390137,58.5812683105469,..,50.8616790771484,54.1194915771484,69.9614715576172,69.6968231201172,71.679931640625,70.7142486572266,74.2418212890625,..,72.7797775268555,74.1704330444336,73.3931884765625,68.214241027832,64.4706802368164,65.4980392456055,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.6792068481445,96.137580871582,97.8178405761719,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.1056289672852,89.6788864135742,91.6916809082031,91.2829208374023,92.7063522338867,90.3105697631836,91.4226303100586,92.6423263549805,91.8565979003906,91.5979080200195,89.1960983276367,89.8522872924805,91.5603713989258,92.6590194702148,94.592170715332,95.1909408569336,94.1236801147461,93.4012222290039,92.0540618896484,90.26953125,88.4462203979492,88.231330871582,89.0843200683594,91.0533599853516,92.9017333984375,91.9653396606445,87.0035400390625,88.5102233886719,87.8390502929688,89.7535018920898,90.0815505981445,90.6854400634766,90.1139373779297,90.867301940918,92.0143432617188,91.1123428344727,91.9496002197266,92.4461135864258,92.038818359375,..,..,..,..,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102.078521728516,102.315788269043,101.912048339844,99.474609375,..,86.2992095947266,85.5140228271484,85.9621505737305,88.871467590332,91.2087936401367,..,..,101.661628723145,100,92.6345596313477,..,..,..,..,89.5522384643555,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,27.5147495269775,25.9116497039795,32.2016716003418,28.5332698822021,36.2007217407227,31.0838108062744,32.8600807189941,40.6213912963867,..,..,30.5894603729248,30.2921905517578,27.0963001251221,..,..,38.5082893371582,28.7541198730469,29.9849090576172,29.6598606109619,31.573450088501,29.1816806793213,23.3442401885986,..,..,..,..,..,..,..,..,..,..,..,23.8448696136475,26.0993099212646,26.1119403839111,..,34.8154792785645,37.2255706787109,39.2277984619141,40.8723297119141,42.824161529541,..,..,..,40.8741683959961,54.7060203552246,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,92.4406661987305,92.4779434204102,91.9681777954102,91.9435501098633,94.1679611206055,94.0954666137695,95.0312728881836,94.7655181884766,94.5257186889648,94.3324279785156,94.0076293945313,92.8893127441406,92.4704284667969,92.6751327514648,93.5577392578125,96.098747253418,94.8477478027344,94.9997787475586,94.7133483886719,94.3711471557617,93.0451431274414,90.8911437988281,91.0677871704102,91.595947265625,92.0182113647461,92.7093276977539,94.9004135131836,96.7572479248047,96.2528991699219,95.7099304199219,95.7165603637695,97.3081970214844,96.6996612548828,97.5399703979492,98.5893173217773,97.5427322387695,96.2820663452148,95.7160568237305,94.7874374389648,95.7208862304688,97.2410888671875,97.7014694213867,96.7938613891602,97.3136825561523,97.1201019287109,97.9496765136719,97.4461898803711,98.5718231201172,93.0764999389648,93.4475021362305,93.8377075195313,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,15.2624197006226,..,..,12.9427499771118,..,11.7745199203491,11.1054697036743,..,..,..,..,..,..,..,..,..,..,11.5807399749756,12.9212198257446,16.5140895843506,18.1363506317139,..,..,18.1490306854248,14.3283195495605,14.9239702224731,15.5007801055908,..,20.0466499328613,22.1473999023438,24.3890209197998,27.1160297393799,31.9351997375488,33.4850692749023,30.0958194732666,29.5975303649902,..,..,31.0771808624268,30.8605804443359,33.9375915527344,34.4006614685059,37.6621894836426,..,37.4959716796875,41.3202590942383,37.9223899841309,40.5602188110352,..,..,44.5021018981934
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,79.3192596435547,86.7584381103516,91.1510009765625,92.2392501831055,90.4199829101563,90.8590698242188,93.1467895507813,90.6195907592773,..,..,..,..,..,97.8728790283203,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.7144470214844,98.8201675415039,98.6990432739258,98.9005584716797,96.9769592285156,95.482551574707,94.7535629272461,96.2421035766602,98.2470169067383,101.475112915039,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.40503692627,101.568061828613,102.951187133789,99.2811584472656,101.101722717285,103.513618469238,98.770637512207,93.3232879638672,90.6408386230469,..,..,..,..,..,..,..,..,91.6324234008789,93.3478927612305,99.2769393920898,98.2946319580078,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,47.6388893127441,50.6872711181641,51.2398910522461,54.1318511962891,54.6974601745605,..,..,..,..,..,..,..,72.19384765625,74.8999633789063,75.1134033203125,69.3562316894531,72.2938003540039,71.8953170776367,71.2615585327148,71.0013580322266,75.2602462768555,74.4436569213867,83.2618865966797,84.2155075073242,83.9233627319336,87.9953765869141,89.4512023925781,..,95.5641937255859,96.7185363769531,96.0116806030273,92.8008575439453,92.8196029663086,..,100.103973388672,104.173110961914,110.58097076416,112.731727600098,113.021713256836,117.861930847168,116.955993652344,115.310020446777,109.66822052002,99.7944412231445,99.2422027587891,100.033050537109,101.711250305176,105.986801147461,106.769386291504,106.765731811523,103.751747131348,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.6708488464355,..,..,..,..,68.1502990722656,54.998908996582,..,..,..,..,45.6188507080078,40.1124801635742,48.324779510498,..,..,..,..,49.1339797973633,..,..,58.1392211914063,57.263988494873,61.908519744873,..,..,64.0801162719727,73.322998046875,..,..,..,..,74.6987991333008,77.6799163818359,..,68.4821624755859,76.7200775146484,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,41.3856811523438,43.5494003295898,..,..,..,53.8352813720703,56.7603988647461,60.318431854248,..,59.913459777832,62.0829200744629,64.5900421142578,67.0000762939453,69.3286285400391,..,..,..,50.411491394043,..,..,52.338508605957,48.6685905456543,56.1416702270508,47.3784599304199,..,..,..,..,34.8838882446289,..,..,42.7093696594238,..,..,..,..,55.4441909790039,60.5138397216797,63.1171112060547,63.6416206359863,65.5729904174805,70.9040908813477,69.771728515625,67.6803970336914,69.9111709594727,..,..,..,..,81.2405395507813,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,56.1214485168457,59.6457481384277,69.171516418457,57.2866516113281,66.7975006103516,69.0680465698242,71.6529388427734,71.8718719482422,78.6362380981445,79.4929275512695,77.7737197875977,77.0927124023438,70.8544616699219,74.0753707885742,71.5252075195313,72.5405197143555,72.8988800048828,73.3610687255859,67.718620300293,58.9206199645996,54.5494384765625,61.9286003112793,63.5021705627441,54.1680908203125,..,49.555850982666,..,..,31.4374198913574,..,56.5361289978027,59.2704315185547,55.8882598876953,80.3781433105469,70.0593795776367,75.9878387451172,74.3582000732422,69.1869888305664,68.3947982788086,68.4287261962891,74.9830322265625,71.6060409545898,..,..,71.1139373779297,..,..,67.0770797729492,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,74.3517532348633,74.5206985473633,83.9507064819336,87.8784713745117,86.7544403076172,85.067138671875,81.2858276367188,89.113899230957,86.4561386108398,84.2411804199219,84.9275131225586,88.3089218139648,88.6818313598633,82.1614685058594,75.1387786865234,78.1551971435547,78.5146102905273,75.5226974487305,75.6901702880859,74.9445419311523,74.3367691040039,79.1000671386719,81.1360702514648,83.0650177001953,81.7058410644531,80.5498428344727,81.9217834472656,..,..,82.9527130126953,88.3156433105469,91.2737503051758,93.4924468994141,..,94.0834121704102,93.5060577392578,90.268928527832,92.7008895874023,94.4894027709961,97.9489898681641,99.3260726928711,104.360450744629,102.410400390625,98.6496505737305,98.4260711669922,99.5866012573242,97.3209075927734,96.7783737182617,98.594367980957,102.738052368164,104.592140197754,104.660163879395
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,38.9535598754883,39.4918098449707,43.6532592773438,47.5983810424805,51.0773506164551,51.8590316772461,53.8435096740723,56.5410385131836,60.3948593139648,..,57.6062316894531,55.8922309875488,47.8496284484863,48.572681427002,47.8942413330078,48.1673698425293,44.9459686279297,42.7079315185547,46.4774017333984,42.2738189697266,43.4375915527344,43.2256011962891,41.628978729248,42.8888511657715,40.2717094421387,40.2362289428711,42.9489898681641,43.2900314331055,49.2252502441406,..,..,..,..,43.7401695251465,44.9141693115234,..,45.8209495544434,..,53.1780281066895,54.474479675293,53.2936401367188,54.8682403564453,60.4421310424805,64.1632080078125,71.5998992919922,74.6025772094727,78.750846862793,81.4359588623047,83.6106567382813
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.5966491699219,80.2588500976563,84.7379302978516,85.9062423706055,90.8996887207031,89.4849624633789,90.8820571899414,95.0147476196289,98.1936798095703,97.3597793579102,..,103.447090148926,101.719703674316,103.874206542969,98.6782379150391,93.5910873413086,91.2727584838867,93.0890121459961,92.7430114746094,94.9645233154297,97.9385604858398,103.484039306641,101.019996643066,95.5471572875977,94.8478088378906,94.5315399169922,95.7484512329102,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,67.2722396850586,59.8201484680176,66.6103820800781,76.2063980102539,80.004638671875,94.1059036254883,112.219940185547,120.757400512695,115.763061523438,107.203346252441,97.8564682006836,87.3844985961914,95.588020324707,99.6824035644531,96.2046279907227,92.9576187133789,95.9142227172852,94.1444473266602,95.132209777832,92.9729614257813,93.3784027099609,86.0439376831055,83.3489303588867,96.2345123291016,96.7685470581055,97.2605895996094,..,..,93.8025512695313,95.5450592041016,95.8913497924805,102.148101806641,98.5632400512695,96.5849990844727,97.9265289306641,95.8993377685547,94.3461532592773,89.0286026000977,95.7543792724609,94.9846496582031,95.780632019043,94.9207000732422,93.8607711791992,98.0944290161133,97.0762405395508,92.8256072998047,89.5238189697266,84.1314086914063,86.5321502685547,95.3008804321289,100.393699645996
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,87.7552490234375,87.3842391967773,84.5943832397461,86.5982666015625,79.1222991943359,78.6507720947266,72.2392807006836,77.6368789672852,83.5889205932617,73.072639465332,89.3334503173828,77.8087921142578,78.4054718017578,76.0043792724609,58.1302299499512,61.310489654541,68.5317230224609,78.9349517822266,78.2171173095703,78.5998611450195,83.3319396972656,82.6861114501953,100.767013549805,104.238876342773,99.6909713745117,97.1577224731445,98.8619689941406,..,100.718551635742,97.6595001220703,98.0424880981445,100.450119018555,101.184638977051,87.5518264770508,100.081802368164,101.146209716797,99.9516296386719,100.246208190918,103.16040802002,99.3164901733398,101.733100891113,100.064140319824,98.3320693969727,99.8253784179688,96.8190612792969,98.4673919677734,101.269729614258,101.87670135498,102.545501708984,100.368499755859,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.6890182495117,103.847312927246,104.555526733398,108.636138916016,..,..,99.4656829833984,99.3473434448242,99.4471130371094,104.014030456543,99.1799392700195,99.7795486450195,98.9374389648438,93.8982009887695,95.5989379882813,98.5074615478516,103.523277282715,106.45677947998,103.759140014648,100.990440368652,99.7610397338867,98.1607208251953,96.0707931518555,97.0674667358398,97.8440399169922,98.5400619506836,101.437652587891,100.551902770996,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,95.6069488525391,92.4930191040039,93.8387298583984,92.6774673461914,94.1885070800781,101.278129577637,100.748908996582,108.111351013184,109.421157836914,102.228988647461,93.2762680053711,91.280517578125,92.1761016845703,97.7724380493164,99.9839096069336,97.0454330444336,98.4189910888672,102.338478088379,97.652473449707,95.3696823120117,97.7556610107422,97.0169525146484,99.2828369140625,96.8434066772461,..,..,..,101.62769317627,101.449783325195,100.146781921387,101.358787536621,105.415771484375,..,100.657577514648,100.359573364258,102.039657592773,101.755920410156,100.970581054688,97.9730224609375,99.1199264526367,99.6296691894531,98.2584915161133,99.2784118652344,98.7749786376953,98.7380294799805,103.882690429688,103.776397705078,101.036628723145,101.897079467773,98.5351867675781,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,20.3812294006348,20.4488792419434,20.1965293884277,20.4097309112549,19.0667591094971,..,..,..,..,..,..,..,..,..,26.2585697174072,29.0872592926025,27.4112091064453,30.5102596282959,28.5150108337402,24.49827003479,27.5252990722656,24.7053508758545,27.8788299560547,30.1539897918701,27.6191692352295,24.8395004272461,..,23.4395904541016,26.6926898956299,26.4159603118896,..,..,..,33.6045684814453,38.2515716552734,..,44.6627082824707,..,..,50.7826194763184,..,50.6983108520508,59.9770698547363,65.5961303710938,67.3525085449219,62.976318359375,66.3802871704102,65.5784530639648,63.0319709777832,64.8124923706055
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.056213378906,..,..,..,..,..,..,..,..,..,..,126.06298828125,119.427238464355,117.719680786133,100.547203063965,94.5716171264648,95.1035766601563,93.3904495239258,84.3052062988281,86.1508483886719,82.2328109741211,78.9699630737305,77.0392684936523,86.6826171875,97.3041305541992,96.4253768920898,100.857139587402,105.953582763672,113.926696777344,..,..,..,..,101.818176269531
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,34.5599517822266,..,..,..,..,..,..,..,..,..,52.3559799194336,..,..,..,..,..,..,..,..,..,..,..,..,62.5082397460938,..,..,..,..,73.2220230102539,78.8188323974609,..,92.2333068847656,..,88.6272201538086,..,85.8062210083008,92.6830978393555,..,93.8494033813477,92.6957397460938,93.0707397460938,93.521369934082,94.2355422973633,95.2600479125977,99.5260772705078,99.1580276489258,95.3280868530273,93.1275177001953,93.3040924072266,96.3163070678711,87.9816436767578
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,49.4635887145996,49.5318908691406,49.8993186950684,50.7707405090332,51.1192283630371,52.1315002441406,53.2202110290527,54.1952018737793,55.0594482421875,55.827320098877,57.3778305053711,58.9900817871094,60.7908706665039,62.6060218811035,64.8465881347656,66.9983901977539,68.2007598876953,69.06005859375,70.1521224975586,70.473991394043,70.8207473754883,71.2236099243164,72.0833206176758,72.8683090209961,73.5607070922852,74.1803512573242,73.947380065918,73.8112869262695,73.9536209106445,73.9241333007813,75.5493087768555,76.5622177124023,78.4557266235352,80.6992568969727,82.476188659668,84.2785186767578,84.8422393798828,86.4637222290039,87.9663696289063,88.8699111938477,89.3781890869141,89.3106079101563,90.9630966186523,91.6631774902344,92.9053573608398,92.9227905273438,93.337646484375,92.2009429931641,91.9924392700195,92.1511917114258,93.6111907958984,..
